,Text,Label
1844,"i didn't consider myself a racist, but I noticed that the fatal students in my school were oppressing the white students. They hated the white tiddler who didn't conform their way. I remember an incident where unmatched of my friends and another student were represent in the room, care all the kids, and they accidentally hit a lightlessness child. single was there, and he didn't do it on purpose. He tried to apologize to the black, but at that time a group of other pitch-black students were approaching. All the lightlessness gathered around my protagonist, so I stood up for him. so, out of nowhere, one of the disastrous children spit on me! Of course, I then retaliated with a blow to the guy's face, then they all jumped on me and I went out 6-1! The teachers broke the fighting. We all were aim to the office. I tried to explain what had find to the director, but he didn't listen to my account and condemned me to detention.",Recruitment
1845,The Asians of [B]radford at the moment have launched a series of shootings over the last trinity weeks. None of this has been in the national or nationalitv newspaper. it shows that the [B]radford [A]sian population are armed and make. [adenine]after recent debauch and spent everything without arrest is not it on the time somthing has been serve. [B]radford [angstrom]reas are not choke areas for whites [M]anningham just an example. coming from [B]radford [I] bump it really bulky not to be able to walk in the streets of my hometown.,Recruitment
1846,I am from table Arizona and the white population seems rare here. All [megabyte]exicans and blacks control our streets. They have an attitude that they are better than us and that we will not do anything about it. [W]e need to takings gage America and the streets. I think whites should be the prevalent force in [A]merica. Whites can hardly walk in the street anywhere without being imperil. We must merge.,Recruitment
1847,"The [N]groggers in [S]yracuse, [NY] are the same way. [W]e need to link. [N]groggers can be 100 years keister us when it comes to rational think and brain power, but, that's what gain these monkeys dangerous",Recruitment
1848,"He is somebody who loves his race and his land more than he cares about his own well-being. He is neither an intellectual snob nor a street campaign. He is smart enough and educated to bang what he fights and brave enough to defend his beliefs when he comes to shovel. He is somebody who exercise what he preaches, and who supports his words with his fulfill. He is certainly not someone who is long spill and scarper for action.",Radicalization
1849,"Many small victories are better than a huge mistake (which can be the end of your career as a lone wildcat). Every little bit reckon in a resistance ... . The less stranger knows, the safer you will be and the more successful you will be ... . communication is a good thing, but keep your activities cloak-and-dagger a orphic. This will protect you as well as others similar you ... . Never observe register of your activities that can connect to the activity ... . The more tactics you change, the more effective you will become. Random chaos is never predictable... . cause a ""rain day"" fund fructify by in a safe (outside your expanse and not in a high activity area), completed with a new identification just in case something doesn't happen.",Recruitment
1850,"He was a disinterested man who reach his life in impedance to Jewish/melodic tyranny - a Man who, for whatever reason, finally decided that violence was the path to retaliate against the enemies of our multitude - enemies who had use violence against our people for centuries. He was loyal to the inwardness and who always arrange the interests of his speed before his own. He was a man who, although in the mood, you always live was true to creativity. Although with me he did not speak much, he was always unmistakable by his action where he was ... the society in which he (as well as we) was ram to live is so disgusting that only the most denatured man or woman would never, however brifly [sic], countmlate [sic] do what he did.",Radicalization
1851,"create an atmosphere of fear and transfer in which radical, powerful and revolutionary action can occur.",Recruitment
1852,Every girl dearest a mass killer,Recruitment
1853,micturate White Savage again,Recruitment
1854,Joining or die with rest,Recruitment
1855,Only the right is the right to lede,Radicalization
1856,sum the Atomwaffen Division,Recruitment
1857,Firebomb your local temple,Radicalization
1858,"If you have the insect, squeeze.",Radicalization
1859,arrogate America,Recruitment
1860,"Now that we clearly see Antifa as terrorists, can we dog them down as we do in the midway East?",Radicalization
1861,"When Mexico sends its people, they don't station their best. They don't send you. They don't send you. They mail people who have a bunch of problems, and they bring these problems with us. They bring drugs. They bring crime. They are rapists. And some, I opine, are dear people.",Radicalization
1862,We're departure to defeat the modern world in totality,Recruitment
1863,"Join us, or pass with the rest",Recruitment
1864,We predict our allegiance to the AtomWaffen Division,Recruitment
